"appid","pid","product_code","product_name_ro","pid_category","size_length","size_width","size_thickness","size_diameter","size_height","size_alloy","size_type","um1","um2","um1_to_um2","product_name_en","um_base","is_active","additional_info","cu_debitare","aliaj","densitate","size_roll_weight"
"21850","8078","3700025040300WIELAND","BARA LATA ALAMA 25X4X3000 MM CUZN39PB3 M WIELAND ","{0}",,,,,,,,"KG","ML","0.846000","BRASS FLAT BARS 25X4X3000 MM CUZN39PB3 M","KG","n","BARA LATA ALAMA 25X4X3000 MM CUZN39PB3 M WIELAND ","n","",,
"21851","8079","12050100150030001321","TABLA ALUMINIU 5754 H22 1X1500X3000 MM  FOL 1  PARTE","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 5754 H22 1,0X1500X3000 MM + 1 SIDE PVC","KG","n","TABLA ALUMINIU 5754 H22 1X1500X3000 MM  FOL 1  PARTE","n","",,
"21852","8080","32240000007007500240","PLACA ALAMA DEB CUZN39PB2 40X70X750 MM","{0}",,,,,,,,"KG","","0.000000","BRASS PLATE CUZN39PB2 40X70X750 MM","KG","n","PLACA ALAMA DEB CUZN39PB2 40X70X750 MM","n","",,
"21853","8081","27012002060000061500","BARA LATA ALU  12X2X6000 MM 6060 T6","{0}",,,,,,,,"KG","","0.000000","ALU FLAT BARS 12X2X6000 MM 6060 T6","KG","n","BARA LATA ALU  12X2X6000 MM 6060 T6","n","",,
"21854","8082","46CUCRZR460400003000","BARA D40X3000 MM CUCR1ZR","{0}",,,,,,,,"KG","","0.000000","ROUND BARS CUCR1ZR D40X3000 MM h11","KG","n","BARA D40X3000 MM CUCR1ZR","y","",,
"21855","8083","12060400080022006560","TABLA ALUMINIU 6016 T4 4.0X800X2200 MM","{0}",,,,,,,,"KG","","0.000000","AL SHEETS  6016 T4 EDT 4X800X2200 MM","KG","n","TABLA ALUMINIU 6016 T4 4.0X800X2200 MM","n","",,
"21856","8084","47000500250040000140","BARA LATA CUPRU CU-ETP 1/2 T 50X25X4000 MM","{0}",,,,,,,,"KG","ML","11.175000","COPPER FLAT BARSCU-ETP 1/2 T 50X25X4000 MM","KG","n","BARA LATA CUPRU CU-ETP 1/2 T 50X25X4000 MM","n","",,
"21857","8085","11010701000500102540","BANDA AL 1050 H24 0.7X1000 MM","{0}",,,,,,,,"KG","M2","1.900000","AL. COILS 1050 H24 0,7X1000 MM","KG","n","BANDA AL 1050 H24 0.7X1000 MM","n","",,
"21858","8086","48015003002000002340","TABLA BRONZ 1.5X300X2000 MM CUSN6","{0}",,,,,,,,"KG","","0.000000","BRONZE SHEETS 1.5X300X2000 MM CUSN6","KG","n","TABLA BRONZ 1.5X300X2000 MM CUSN6","n","",,
"21859","8087","32210001000200000640","TABLA ALAMA CUZN10 1/2 HARD 10X600X2000 MM","{0}",,,,,,,,"KG","BUC","105.600000","BRASS SHEETS CUZN10 R280 10X600X2000 MM","KG","n","TABLA ALAMA CUZN10 1/2 HARD 10X600X2000 MM","n","",,
"21860","8088","450000450100COLAC241","TEAVA CUPRU D4.5X1 MM CU-DHP R220 COLAC","{0}",,,,,,,,"KG","","0.000000","COPPER TUBES D4.5X1 MM CU-DHP R220 COIL","KG","n","TEAVA CUPRU D4.5X1 MM CU-DHP R220 COLAC","n","",,
"21861","8089","450000300100COLAC241","TEAVA CUPRU D3X1 MM CU-DHP R220 COLAC","{0}",,,,,,,,"KG","","0.000000","COPPER TUBES D3X1 MM CU-DHP R220 COIL","KG","n","TEAVA CUPRU D3X1 MM CU-DHP R220 COLAC","n","",,
"21862","8090","450000500100COLAC241","TEAVA CUPRU D5X1 MM CU-DHP R200 COLAC","{0}",,,,,,,,"KG","","0.000000","COPPER TUBES D5X1 MM CU-DHP R200 COIL","KG","n","TEAVA CUPRU D5X1 MM CU-DHP R200 COLAC","n","",,
"21863","8091","28050030004250615000","PROFIL ALUTRUCK 3000X4250 MM 6060 T6 LONJERON","{0}",,,,,,,,"KG","BUC","21.220000","AL. DRAWING PROFILES 500-3000X4250 MM 6060 T6","KG","n","PROFIL ALUTRUCK 3000X4250 MM 6060 T6 LONJERON","n","",,
"21864","8092","3700050100300WIELAND","BARA LATA ALAMA 50X10X3000 MM CUZN39PB3 M WIELAND ","{0}",,,,,,,,"KG","ML","4.230000","BRASS FLAT BARS 50X10X3000 MM CUZN39PB3 M","KG","n","BARA LATA ALAMA 50X10X3000 MM CUZN39PB3 M WIELAND ","n","",,
"21865","8093","12050300125025001302","TABLA  ALUMINIU 5754 H111 3X1250X2500 MM FOL 2 PARTI","{0}",,,,,,,,"KG","BUC","24.937500","AL. SHEETS 5754 H1113X1250X2500 MM 2 SIDE PROT FOIL","KG","n","TABLA  ALUMINIU 5754 H111 3X1250X2500 MM FOL 2 PARTI","n","",,
"21866","8094","12050100100020001302","TABLA ALUMINIU 5754 H111 1X1000X2000 MM FOL 2 PARTI","{0}",,,,,,,,"KG","BUC","5.320000","AL SHEETS 5754 H111 1X1000X2000 MM + 2 SIDE PVC ","KG","n","TABLA ALUMINIU 5754 H111 1X1000X2000 MM FOL 2 PARTI","n","",,
"21867","8095","32207000500500000140","TABLA  ALAMA DEB CUZN37 7X500X500 MM","{0}",,,,,,,,"KG","","0.000000","BRASS SHEETS CUZN37 7X500X500 MM CUT PIECE","KG","n","TABLA  ALAMA DEB CUZN37 7X500X500 MM","n","",,
"21868","8096","48700750022012742241","BARA LATA BRONZ 75X22X1274 MM CUAL10NI5FE5","{0}",,,,,,,,"KG","","0.000000","BRONZE FLAT BARS 75X22X1274 MM CUAL10NI5FE5","KG","n","BARA LATA BRONZ 75X22X1274 MM CUAL10NI5FE5","n","",,
"21869","8097","26030000003650072601","BARA ALU D 30X3000 MM 7075 TRAS","{0}",,,,,,,,"KG","ML","1.978200","ALU ROUND DRAWN BARS 30X3000 MM 7075","KG","n","BARA ALU D 30X3000 MM 7075 TRAS","y","",,
"21870","8098","51306001175000000000","44-SCARA UNIVERSALA 3X6 TREPTE 150 KG","{0}",,,,,,,,"BUC","","0.000000","TRIPLE COMBINATION LADDER 3X6 150 KG","BUC","n","44-SCARA UNIVERSALA 3X6 TREPTE 150 KG","n","",,
"21871","8099","1201010009002000D221","TABLA ALUMINIU 1050 H44 1X900X2000 MM VOP. 9010","{0}",,,,,,,,"KG","BUC","4.860000","AL SHEETS RAL9010 1050A, H44 1x900x2000 MM","KG","n","TABLA ALUMINIU 1050 H44 1X900X2000 MM VOP. 9010","n","",,
"21872","8100","1201010010002200D221","TABLA ALUMINIU 1050 H44 1X1000X2200 MM VOP. 9010","{0}",,,,,,,,"KG","BUC","5.940000","AL SHEETS RAL9010 1050A, H44 1x1000x2200 MM","KG","n","TABLA ALUMINIU 1050 H44 1X1000X2200 MM VOP. 9010","n","",,
"21873","8101","25190020003000063600","TEAVA ALU D 190X20X3000 MM 6082 T6","{0}",,,,,,,,"KG","","0.000000","ALU ROUND TUBES 190X20X3000 MM 6082 T6","KG","n","TEAVA ALU D 190X20X3000 MM 6082 T6","n","",,
"21874","8102","27040006040000061500","BARA LATA ALU  40X6X6000 MM 6060 T6","{0}",,,,,,,,"KG","ML","0.648000","ALU FLAT BARS 40X6X6000 MM 6060 T6","KG","n","BARA LATA ALU  40X6X6000 MM 6060 T6","n","",,
"21875","8103","35000400015040000140","TEAVA ALAMA CUZN37 R370 D40X1.5X4000 MM ","{0}",,,,,,,,"KG","ML","1.535900","BRASS ROUND TUBES D40X1.5X4000 MM CUZN37 F37","KG","n","TEAVA ALAMA CUZN37 R370 D40X1.5X4000 MM ","n","",,
"21876","8104","12010100150030001541","TABLA ALUMINIU 1050 H24 1X1500X3000 MM FOL 1 PARTE","{0}",,,,,,,,"KG","BUC","12.150000","AL. SHEETS 1050 H24 1X1500X3000 MM + 1 SIDE PVC","KG","n","TABLA ALUMINIU 1050 H24 1X1500X3000 MM FOL 1 PARTE","n","",,
"21877","8105","12010150150030001541","TABLA ALUMINIU 1050 H24 1.5X1500X3000 MM FOL 1 PARTE","{0}",,,,,,,,"KG","BUC","18.225000","AL. SHEETS 1050 H24 1.5X1500X3000 MM + 1 SIDE PVC","KG","n","TABLA ALUMINIU 1050 H24 1.5X1500X3000 MM FOL 1 PARTE","n","",,
"21878","8106","51309001256000000000","44-SCARA UNIVERSALA 3X9 TREPTE 150 KG","{0}",,,,,,,,"BUC","","0.000000","TRIPLE COMBINATION LADDER 3X9 150 KG","BUC","n","44-SCARA UNIVERSALA 3X9 TREPTE 150 KG","n","",,
"21879","8107","23040020020300161500","PROFIL ALU U 40X20X40X2X6000 MM 6060  T6","{0}",,,,,,,,"KG","ML","0.518400","ALU U PROFILES 40X20X40X2X6000 MM 6060 T6","KG","n","PROFIL ALU U 40X20X40X2X6000 MM 6060  T6","n","",,
"21880","8108","3600046003000WIELAND","BARA ALAMA D46X3000 MM CUZN39PB3 WIELAND","{0}",,,,,,,,"KG","ML","14.052600","BRASS ROUND BARS D46X3000 MM CUZN39PB3","KG","n","BARA ALAMA D46X3000 MM CUZN39PB3 WIELAND","y","",,
"21881","8109","27025005040000063500","BARA LATA ALU  25X5X4000 MM 6082 T6","{0}",,,,,,,,"KG","ML","0.337500","ALU FLAT BARS 25X5X4000 MM 6082 T6","KG","n","BARA LATA ALU  25X5X4000 MM 6082 T6","n","",,
"21882","8110","450000800800COLAC240","TEAVA CUPRU D8X0.8MM CU-DHP R200 COLAC","{0}",,,,,,,,"KG","","0.000000","COPPER TUBES, CUDHP R200  D8X0.8 MM IN COILS","KG","n","TEAVA CUPRU D8X0.8MM CU-DHP R200 COLAC","n","",,
"21883","8111","41100500500000102240","BANDA CUPRU CU-ETP HARD 0.05X50 MM","{0}",,,,,,,,"KG","","0.000000","OPPER STRIPS CU-ETP HARD 0.05 X 50 MM","KG","n","BANDA CUPRU CU-ETP HARD 0.05X50 MM","n","",,
"21884","8112","12050100100010001301","TABLA  ALUMINIU 5754 H111 1X1000X1000 MM FOL 1 PARTE","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 5754 H111 0,8X1500X3000 MM + PVC 2 SIDE","KG","n","TABLA  ALUMINIU 5754 H111 1X1000X1000 MM FOL 1 PARTE","n","",,
"21885","8113","12050200100010001301","TABLA ALUMINIU 5754 H 111 2X1000X1000 MM FOL 1 PARTE","{0}",,,,,,,,"KG","BUC","5.320000","AL. SHEETS 5754 H111 2X1000X1000 MM + 1 SIDE PVC","KG","n","TABLA ALUMINIU 5754 H 111 2X1000X1000 MM FOL 1 PARTE","n","",,
"21886","8114","516TOWERSTEP50000000","SCHELA TOWERSTEP 5M M","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","SCHELA TOWERSTEP 5M M","n","",,
"21887","8115","24025025015600061500","TEAVA PATRATA ALU 25X25X1.5X6000 MM 6060  T6","{0}",,,,,,,,"KG","ML","0.380700","ALU SQUARE TUBES 25X25X1.5X6000 MM 6060 T6","KG","n","TEAVA PATRATA ALU 25X25X1.5X6000 MM 6060  T6","n","",,
"21888","8116","12060400125025006362","TABLA ALUMINIU 6082 4.0X1250X2500 MM FOL 2 PARTI","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 4X1250X2500 MM 6082 + 2 SIDE PVC","KG","n","TABLA ALUMINIU 6082 4.0X1250X2500 MM FOL 2 PARTI","n","",,
"21889","8117","12010200125036001540","TABLA ALUMINIU 1050 H24 2X1250X3600 MM","{0}",,,,,,,,"KG","BUC","24.300000","AL. SHEETS 1050 H24 2X1250X3600 MM","KG","n","TABLA ALUMINIU 1050 H24 2X1250X3600 MM","n","",,
"21890","8118","12010200100022501540","TABLA ALUMINIU 1050 H24 2X1000X2250 MM","{0}",,,,,,,,"KG","BUC","12.150000","AL. SHEETS 1050 H24 2X1000X2250 MM","KG","n","TABLA ALUMINIU 1050 H24 2X1000X2250 MM","n","",,
"21891","8119","12010300125012501540","TABLA ALUMINIU 1050 H24 3X1250X1250 MM","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 1050 H24 3X1250X1250 MM","KG","n","TABLA ALUMINIU 1050 H24 3X1250X1250 MM","n","",,
"21892","8120","12010300150025401540","TABLA ALUMINIU 1050 H24 3X1500X1885 MM","{0}",,,,,,,,"KG","BUC","22.902800","AL. SHEETS 1050 H24 3X1500X1885 MM","KG","n","TABLA ALUMINIU 1050 H24 3X1500X1885 MM","n","",,
"21893","8121","51005100110800000000","31-SCARA PT. UZ CASNIC 5 TREPTE 150KG","{0}",,,,,,,,"BUC","","0.000000","HOUSEHOLD STEPLADDER 5 STEP 150 KG","BUC","n","31-SCARA PT. UZ CASNIC 5 TREPTE 150KG","n","",,
"21894","8122","12010200125026001540","TABLA ALUMINIU 1050 H24 2X1250X2510 MM","{0}",,,,,,,,"KG","BUC","16.942500","AL SHEETS 1050 H24 2X1250X2510 MM","KG","n","TABLA ALUMINIU 1050 H24 2X1250X2510 MM","n","",,
"21895","8123","12010300135518851540","TABLA ALUMINIU 1050 H24 3X1355X1885 MM","{0}",,,,,,,,"KG","","0.000000","AL SHEETS 1050 H24 3X1355X1885 MM","KG","n","TABLA ALUMINIU 1050 H24 3X1355X1885 MM","n","",,
"21896","8124","12010300135526501540","TABLA ALUMINIU 1050 H24 3X1355X2410 MM","{0}",,,,,,,,"KG","BUC","26.451000","AL SHEETS 1050 H24 3X1355X2650 MM","KG","n","TABLA ALUMINIU 1050 H24 3X1355X2410 MM","n","",,
"21897","8125","43000710049223002040","TEAVA BRONZ D71X49X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D71X49X3000 MM CUSN7ZN4PB7-C","KG","n","TEAVA BRONZ D71X49X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"21898","8126","46CUCRZR460450003000","BARA D45X3000 MM CUCR1ZR","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND BARS D45X3000 MM CUCR1ZR","KG","n","BARA D45X3000 MM CUCR1ZR","y","",,
"21899","8127","26145000003000023500","BARA ALU D 145X3000 MM 2007 T4","{0}",,,,,,,,"KG","","0.000000","ALU ROUND BARS 145X3000 MM 2007 T4","KG","n","BARA ALU D 145X3000 MM 2007 T4","y","",,
"21900","8128","48000520040003002040","BARA PATRATA BRONZ 52X52X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","ML","24.065600","BRONZE SQUARE BARS 52X52X3000 MM CUSN7ZN4PB7","KG","n","BARA PATRATA BRONZ 52X52X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"21901","8129","48017000000000002040","PLACA BRONZ DEB 17 MM CUSN7ZN4PB7","{0}",,,,,,,,"KG","","0.000000","BRONZE PLATE CUT 17 MM CUSN7ZN4PB7","KG","n","PLACA BRONZ DEB 17 MM CUSN7ZN4PB7","n","",,
"21902","8130","48012000000000002040","PLACA BRONZ DEB 12 MM  CUSN7ZN4PB7","{0}",,,,,,,,"KG","","0.000000","BRONZE CUT PLATE 12 MM CUZN7ZN4PB7-C","KG","n","PLACA BRONZ DEB 12 MM  CUSN7ZN4PB7","n","",,
"21903","8131","48032000000000002040","PLACA BRONZ DEB  32 MM  CUSN7ZN4PB7","{0}",,,,,,,,"KG","","0.000000","BRONZE PLATE CUT 32 MM  CUSN7ZN4PB7","KG","n","PLACA BRONZ DEB  32 MM  CUSN7ZN4PB7","n","",,
"21904","8132","51006100113000000000","31-SCARA PT. UZ CASNIC 6 TREPTE 150KG","{0}",,,,,,,,"BUC","","0.000000","HOUSEHOLD STEPLADDER 6 STEP 150 KG","BUC","n","31-SCARA PT. UZ CASNIC 6 TREPTE 150KG","n","",,
"21905","8133","48027000000000002040","PLACA BRONZ DEB 27 MM CUSN7ZN4PB7","{0}",,,,,,,,"KG","","0.000000","BRONZE PLATE DEB 27 MM CUSN7ZN4PB7","KG","n","PLACA BRONZ DEB 27 MM CUSN7ZN4PB7","n","",,
"21906","8134","48000220040003002040","BARA PATRATA BRONZ 22X22X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","ML","4.307600","BRONZE SQUARE BARS 22X22X3000 MM CUSN7","KG","n","BARA PATRATA BRONZ 22X22X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"21907","8135","48700650072000952040","BARA LATA BRONZ 65X72 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE FLAT BARS 65x72 MM CUSN7","KG","n","BARA LATA BRONZ 65X72 MM CUSN7ZN4PB7-C-GC","n","",,
"21908","8136","1812006510002000PERU","TABLA TITAN-ZINC 0.65X1000X2000 MM VEROZINC PRESTIGE","{0}",,,,,,,,"KG","BUC","9.360000","","KG","n","TABLA TITAN-ZINC 0.65X1000X2000 MM VEROZINC PRESTIGE","n","",,
"21909","8137","43004290336030002140","TEAVA BRONZ D429X336X3000 MM CUSN12","{0}",,,,,,,,"KG","","0.000000","BRPNZE ROUND TUBES D429X336X3000 MM CUSN12","KG","n","TEAVA BRONZ D429X336X3000 MM CUSN12","n","",,
"21910","8138","611200X800X150PROFI0","ALU PALET 1200X800X150 - PROFI PROFI","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","ALU PALET 1200X800X150 - PROFI PROFI","n","",,
"21911","8139","611200X800X150JUMBOI","ALU PALET 1200X800X150 - JUMBO I","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","ALU PALET 1200X800X150 - JUMBO I","n","",,
"21912","8140","12010150150030001542","TABLA ALUMINIU 1050 H24 1.5X1500X3000 MM FOL 2 PARTI","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 1050 H24 1.5X1500X3000 MM + 2 SIDE PVC","KG","n","TABLA ALUMINIU 1050 H24 1.5X1500X3000 MM FOL 2 PARTI","n","",,
"21913","8141","12010300100020001542","TABLA ALUMINIU 1050 H24 3.0X1000X2000 MM FOL 2 PARTI","{0}",,,,,,,,"KG","BUC","16.200000","AL. SHEETS 1050 H24 3,0X1000X2000 MM + 2 SIDE PVC","KG","n","TABLA ALUMINIU 1050 H24 3.0X1000X2000 MM FOL 2 PARTI","n","",,
"21914","8142","12050100125025001322","TABLA ALUMINIU 5754 H111 1.0X1250X2500 MM FOL 2 PARTI","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 5754 H22 1,0X1250X2500 MM + 2 SIDE PVC","KG","n","TABLA ALUMINIU 5754 H111 1.0X1250X2500 MM FOL 2 PARTI","n","",,
"21915","8143","12060200120021006560","TABLA ALUMINIU 6016 T4 3.0X1200X2100 MM","{0}",,,,,,,,"KG","","0.000000","AL SHEETS  6016 T4 2X1200X2100 MM","KG","n","TABLA ALUMINIU 6016 T4 3.0X1200X2100 MM","n","",,
"21916","8144","12060200100015006560","TABLA ALUMINIU 6016 T4 2.0X1000X1600 MM","{0}",,,,,,,,"KG","","0.000000","AL SHEETS  6016 T4 2X1000X1600 MM","KG","n","TABLA ALUMINIU 6016 T4 2.0X1000X1600 MM","n","",,
"21917","8145","2504000200150006150B","TEAVA ALU D 40X2X1500 MM  6060 T6 ELOXAT","{0}",,,,,,,,"BUC","","0.000000","ALU ANODIZED ROUND TUBES 40X2X1500 MM 6060 T6 ","BUC","n","TEAVA ALU D 40X2X1500 MM  6060 T6 ELOXAT","n","",,
"21918","8146","2504000200220006150B","TEAVA ALU D 40X2X2200 MM  6060 T6 ELOXAT","{0}",,,,,,,,"KG","BUC","1.420000","ALU ANODIZED ROUND TUBES 40X2X2200 MM 6060T6  without contact mark","KG","n","TEAVA ALU D 40X2X2200 MM  6060 T6 ELOXAT","n","",,
"21919","8147","21050050060600061500","CORNIER ALU 50X50X6X6000 MM 6060  T6","{0}",,,,,,,,"KG","ML","1.522800","ALU L PROFILES 50X50X6X6000 MM 6060 T6","KG","n","CORNIER ALU 50X50X6X6000 MM 6060  T6","n","",,
"21920","8148","611200X800X150JUMBII","ALU PALET 1200X800X150 - JUMBO II","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","ALU PALET 1200X800X150 - JUMBO II","n","",,
"21921","8149","25048004006000061500","TEAVA ALU D 48X4X6000 MM  6060 T6","{0}",,,,,,,,"KG","ML","1.492100","ALU ROUND TUBES 48X4X6000 MM 6060 T6","KG","n","TEAVA ALU D 48X4X6000 MM  6060 T6","n","",,
"21922","8150","35003900175055000141","TEAVA ALAMA CUZN39PB1AL-C-GZ 754S OD390/ID355X550 MM ","{0}",,,,,,,,"KG","","0.000000","BRASS ROUND TUBES CUZN39PB1AL-C-GZ 754S OD390/ID355X550MM","KG","n","TEAVA ALAMA CUZN39PB1AL-C-GZ 754S OD390/ID355X550 MM ","n","",,
"21923","8151","35003900175070000141","TEAVA ALAMA CUZN39PB1AL-C-GZ 754S OD390/ID355X700 MM ","{0}",,,,,,,,"KG","","0.000000","BRASS ROUND TUBES CUZN39PB1AL-C-GZ 754S OD390/ID355X700 MM","KG","n","TEAVA ALAMA CUZN39PB1AL-C-GZ 754S OD390/ID355X700 MM ","n","",,
"21924","8152","12050250125025001302","TABLA ALUMINIU 5754 H111 2.5X1250X2500 MM FOL 2 PARTI","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 5754 H111  2,5X1250X2500 MM + 2 SIDE PVC","KG","n","TABLA ALUMINIU 5754 H111 2.5X1250X2500 MM FOL 2 PARTI","n","",,
"21925","8153","61KOFFERA-1570000000","ALUKOFFER A-157 A-157","{0}",,,,,,,,"BUC","","0.000000","ALUMINIUM BOX A 157","BUC","n","ALUKOFFER A-157 A-157","n","",,
"21926","8154","12050150100009001300","TABLA ALUMINIU 5754 H111 1.5X1000X900 MM","{0}",,,,,,,,"KG","BUC","3.647520","AL SHEETS 5754 H111","KG","n","TABLA ALUMINIU 5754 H111 1.5X1000X900 MM","n","",,
"21927","8155","25160005006000063600","TEAVA ALU D 160X5X6000 MM 6082 T6","{0}",,,,,,,,"KG","","0.000000","ALU ROUND TUBES 160X5X6000 MM 6082 T6","KG","n","TEAVA ALU D 160X5X6000 MM 6082 T6","n","",,
"21928","8156","25200060003000063600","TEAVA ALU D 200X60X3000 MM 6082 T6","{0}",,,,,,,,"KG","","0.000000","ALU ROUND TUBES 200X60X3000 MM 6082 T6","KG","n","TEAVA ALU D 200X60X3000 MM 6082 T6","n","",,
"21929","8157","43001020078003002140","TEAVA BRONZ D102X78X3000 MM CUSN12","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D102X78X3000 MM CUSN12 -C-GC","KG","n","TEAVA BRONZ D102X78X3000 MM CUSN12","n","",,
"21930","8158","43002720198003002040","TEAVA BRONZ D272X198X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D272X198X3000 MM CUSN7ZN4PB7 - C-GC","KG","n","TEAVA BRONZ D272X198X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"21931","8159","61KOFFERD-4200000000","ALUKOFFER D-42 D-42","{0}",,,,,,,,"BUC","","0.000000","ALUMINIUM BOX D 42","BUC","n","ALUKOFFER D-42 D-42","n","",,
"21932","8160","23030040030600061500","PROFIL ALU U 30X40X30X3X6000 MM 6060  T6","{0}",,,,,,,,"KG","","0.000000","ALU U PROFILES 30X40X30X3X6000 MM 6060 T6","KG","n","PROFIL ALU U 30X40X30X3X6000 MM 6060  T6","n","",,
"21933","8161","193808125200DX01","TABLA EXPANDATA OTEL 0.8X1250X2000  DX MR 28X13","{0}",,,,,,,,"M2","","0.000000","","M2","n","TABLA EXPANDATA OTEL 0.8X1250X2000  DX MR 28X13","n","",,
"21934","8162","126082180DEBITAT0000","PLACI DEBITATE 6082 T651  180 MM","{0}",,,,,,,,"KG","BUC","1.000000","AL CUT PLATES 6082 T651 180 MM","KG","n","PLACI DEBITATE 6082 T651  180 MM","y","6082",,
"21935","8163","45000095065060000240","TEAVA CUPRU D9.5X0.65X6000 MM CU-DHP R360 EN12449","{0}",,,,,,,,"ML","KG","5.928900","COPPER TUBES CU-DHP R360 D9.5 X 0.65 X 6000 MM","ML","n","TEAVA CUPRU D9.5X0.65X6000 MM CU-DHP R360 EN12449","n","",,
"21936","8164","37000350150403000240","BARA LATA ALAMA 35X15X3000 MM CUZN39PB3 M","{0}",,,,,,,,"KG","","0.000000","BRASS FLAT BARS 35X15X3000 MM CUZN39PB3 M","KG","n","BARA LATA ALAMA 35X15X3000 MM CUZN39PB3 M","n","",,
"21937","8165","61KOFFERB-4700000000","ALUKOFFER B-47 B-47","{0}",,,,,,,,"BUC","","0.000000","ALUMINIUM BOX B 47","BUC","n","ALUKOFFER B-47 B-47","n","",,
"21938","8166","26040000003000054400","BARA ALU D 40X3000 MM 5083","{0}",,,,,,,,"KG","","0.000000","ALU ROUND BARS 40X3000 MM 5083","KG","n","BARA ALU D 40X3000 MM 5083","y","",,
"21939","8167","64025032002060002304","TEAVA  INOX 32X2X6000 MM LUCIU  304 L","{0}",,,,,,,,"ML","","0.000000","","ML","n","TEAVA  INOX 32X2X6000 MM LUCIU  304 L","n","",,
"21940","8168","64025048302060002304","TEAVA INOX 48.3X2X6000 MM  LUCIU 304 L","{0}",,,,,,,,"ML","","0.000000","","ML","n","TEAVA INOX 48.3X2X6000 MM  LUCIU 304 L","n","",,
"21941","8169","12050400150030001301","TABLA ALUMINIU 5754 H111 4X1500X3000 MM FOL 1 PARTE","{0}",,,,,,,,"KG","BUC","47.880000","ALU SHEETS 4X1500X3000 MM 5754 H111 +1 SIDE PVC","KG","n","TABLA ALUMINIU 5754 H111 4X1500X3000 MM FOL 1 PARTE","n","",,
"21942","8170","12050500150030001301","TABLA ALUMINIU 5754 H111 5X1500X3000 MM FOL 1 PARTE","{0}",,,,,,,,"KG","BUC","59.850000","AL. SHEETS 5754 H111 5X1500X3000 MM + PVC 1 SIDE","KG","n","TABLA ALUMINIU 5754 H111 5X1500X3000 MM FOL 1 PARTE","n","",,
"21943","8171","1512080009701900PB99","PLACA PLUMB PB99.94 EN12588 8X970X1900","{0}",,,,,,,,"KG","","0.000000","LEAD PLATES PB99.94 EN12588 8X970X1900 MM","KG","n","PLACA PLUMB PB99.94 EN12588 8X970X1900","n","",,
"21944","8172","61KOFFERC-4200000000","ALUKOFFER C-42 C-42","{0}",,,,,,,,"BUC","","0.000000","ALUMINIUM BOX C 42","BUC","n","ALUKOFFER C-42 C-42","n","",,
"21945","8173","1512080005741900PB99","PLACA PLUMB PB99.94 EN12588 8X574X1900","{0}",,,,,,,,"KG","","0.000000","LEAD PLATES PB99.94 EN12588 8X574X1900 MM","KG","n","PLACA PLUMB PB99.94 EN12588 8X574X1900","n","",,
"21946","8174","1512080005900970PB99","PLACA PLUMB PB99.94 EN12588 8X590X970","{0}",,,,,,,,"KG","","0.000000","LEAD PLATES PB99.94 EN12588 8X590X970 MM","KG","n","PLACA PLUMB PB99.94 EN12588 8X590X970","n","",,
"21947","8175","1512080011901900PB99","PLACA PLUMB PB99.94 EN12588 8X1190X1900","{0}",,,,,,,,"KG","","0.000000","LEAD PLATES PB99.94 EN12588 8X1190X1900 MM","KG","n","PLACA PLUMB PB99.94 EN12588 8X1190X1900","n","",,
"21948","8176","1512080005901190PB99","PLACA PLUMB PB99.94 EN12588 8X590X1190","{0}",,,,,,,,"KG","","0.000000","LEAD PLATES PB99.94 EN12588 8X590X1190 MM","KG","n","PLACA PLUMB PB99.94 EN12588 8X590X1190","n","",,
"21949","8177","15LEADIPB9994EN12588","LEAD INGOTS PB99.94 EN12588 EN12588","{0}",,,,,,,,"KG","","0.000000","LEAD INGOTS PB99.94 EN12588","KG","n","LEAD INGOTS PB99.94 EN12588 EN12588","n","",,
"21950","8178","48000230000003003140","BARA BRONZ D23X3000 MM CUSN11PB2-C","{0}",,,,,,,,"KG","","0.000000","BRONZE BARS D23X3000 MM CUSN11PB2-C","KG","n","BARA BRONZ D23X3000 MM CUSN11PB2-C","y","",,
